time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,39,325,2000,240,2.5,300,154
4.5,5.4,dur,6,11,57,475,2000,240,3.4000000000000004,408,105
9.9,4.5,dur,5,16,6,50,2000,240,2.5,300,91
14.4,5.4,dur,6,22,9,75,2000,240,3.4000000000000004,408,159
19.8,5.4,dur,6,28,84,700,2000,240,3.4000000000000004,408,38
25.2,4.5,dur,5,33,123,1025,2000,240,2.5,300,94
29.7,4.5,dur,5,38,84,700,2000,240,2.5,300,77
34.2,5.4,dur,6,44,0,0,2000,240,3.4000000000000004,408,55
39.6,6.3,dur,7,51,0,0,2000,240,4.3,516,149
45.9,4.5,dur,5,56,6,50,2000,240,2.5,300,150
50.4,4.5,dur,5,61,39,325,2000,240,2.5,300,79
54.9,4.5,dur,5,66,9,75,2000,240,2.5,300,114
59.4,4.5,dur,5,71,180,1500,2000,240,2.5,300,2
63.9,5.4,dur,6,77,84,700,2000,240,3.4000000000000004,408,31
69.3,5.4,dur,6,83,12,100,2000,240,3.4000000000000004,408,49
74.7,7.2,dur,8,91,12,100,2000,240,5.2,624,142
81.9,9.9,dur,11,102,27,225,2000,240,7.9,948,17
91.8,4.5,dur,5,107,180,1500,2000,240,2.5,300,26
96.3,4.5,dur,5,112,12,100,2000,240,2.5,300,124
100.8,4.5,dur,5,117,18,150,2000,240,2.5,300,83
105.3,4.5,dur,5,122,0,0,2000,240,2.5,300,34
109.8,4.5,dur,5,127,57,475,2000,240,2.5,300,81
114.3,4.5,dur,5,132,57,475,2000,240,2.5,300,106
118.8,4.5,dur,5,137,180,1500,2000,240,2.5,300,73
123.3,5.4,dur,6,143,0,0,2000,240,3.4000000000000004,408,6
128.7,4.5,dur,5,148,27,225,2000,240,2.5,300,111
133.2,7.2,dur,8,156,9,75,2000,240,5.2,624,20
140.4,5.4,dur,6,162,6,50,2000,240,3.4000000000000004,408,116
145.8,5.4,dur,6,168,6,50,2000,240,3.4000000000000004,408,21
151.2,4.5,dur,5,173,84,700,2000,240,2.5,300,51
155.7,9.0,dur,10,183,39,325,2000,240,7.0,840,78
164.7,4.5,dur,5,188,0,0,2000,240,2.5,300,8
169.2,4.5,dur,5,193,12,100,2000,240,2.5,300,80
173.7,5.4,dur,6,199,0,0,2000,240,3.4000000000000004,408,117
179.1,10.8,dur,12,211,123,1025,2000,240,8.8,1056,118
189.9,4.5,dur,5,216,18,150,2000,240,2.5,300,86
194.4,7.2,dur,8,224,18,150,2000,240,5.2,624,156
201.6,4.5,dur,5,229,57,475,2000,240,2.5,300,13
206.1,4.5,dur,5,234,0,0,2000,240,2.5,300,152
210.6,6.3,dur,7,241,27,225,2000,240,4.3,516,143
216.9,7.2,dur,8,249,0,0,2000,240,5.2,624,43
224.1,4.5,dur,5,254,9,75,2000,240,2.5,300,112
228.6,5.4,dur,6,260,27,225,2000,240,3.4000000000000004,408,59
234.0,4.5,dur,5,265,18,150,2000,240,2.5,300,84
238.5,6.3,dur,7,272,180,1500,2000,240,4.3,516,122
244.8,6.3,dur,7,279,39,325,2000,240,4.3,516,68
251.1,4.5,dur,5,284,84,700,2000,240,2.5,300,98
255.6,4.5,dur,5,289,27,225,2000,240,2.5,300,88
260.1,9.0,dur,10,299,57,475,2000,240,7.0,840,3
269.1,4.5,dur,5,304,12,100,2000,240,2.5,300,127
273.6,11.7,dur,13,317,123,1025,2000,240,9.7,1164,131
285.3,4.5,dur,5,322,123,1025,2000,240,2.5,300,67
289.8,5.4,dur,6,328,9,75,2000,240,3.4000000000000004,408,50
295.2,4.5,dur,5,333,123,1025,2000,240,2.5,300,69
299.7,7.2,dur,8,341,180,1500,2000,240,5.2,624,90
306.9,6.3,dur,7,348,18,150,2000,240,4.3,516,128
313.2,4.5,dur,5,353,39,325,2000,240,2.5,300,40
317.7,6.3,dur,7,360,6,50,2000,240,4.3,516,46
