time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,180,1500,2000,240,2.5,300,77
4.5,4.5,dur,5,10,39,325,2000,240,2.5,300,137
9.0,9.9,dur,11,21,6,50,2000,240,7.9,948,61
18.9,4.5,dur,5,26,57,475,2000,240,2.5,300,39
23.4,4.5,dur,5,31,27,225,2000,240,2.5,300,70
27.9,4.5,dur,5,36,123,1025,2000,240,2.5,300,48
32.4,5.4,dur,6,42,57,475,2000,240,3.4000000000000004,408,92
37.8,5.4,dur,6,48,0,0,2000,240,3.4000000000000004,408,56
43.2,5.4,dur,6,54,18,150,2000,240,3.4000000000000004,408,100
48.6,5.4,dur,6,60,180,1500,2000,240,3.4000000000000004,408,26
54.0,5.4,dur,6,66,27,225,2000,240,3.4000000000000004,408,17
59.4,7.2,dur,8,74,0,0,2000,240,5.2,624,159
66.6,6.3,dur,7,81,9,75,2000,240,4.3,516,152
72.9,5.4,dur,6,87,180,1500,2000,240,3.4000000000000004,408,71
78.3,4.5,dur,5,92,6,50,2000,240,2.5,300,127
82.8,4.5,dur,5,97,180,1500,2000,240,2.5,300,144
87.3,6.3,dur,7,104,57,475,2000,240,4.3,516,121
93.6,5.4,dur,6,110,12,100,2000,240,3.4000000000000004,408,79
99.0,4.5,dur,5,115,6,50,2000,240,2.5,300,124
103.5,6.3,dur,7,122,27,225,2000,240,4.3,516,28
109.8,4.5,dur,5,127,18,150,2000,240,2.5,300,86
114.3,4.5,dur,5,132,0,0,2000,240,2.5,300,20
118.8,9.0,dur,10,142,12,100,2000,240,7.0,840,12
127.8,4.5,dur,5,147,0,0,2000,240,2.5,300,146
132.3,5.4,dur,6,153,123,1025,2000,240,3.4000000000000004,408,114
137.7,5.4,dur,6,159,180,1500,2000,240,3.4000000000000004,408,75
143.1,4.5,dur,5,164,0,0,2000,240,2.5,300,97
147.6,4.5,dur,5,169,84,700,2000,240,2.5,300,115
152.1,8.1,dur,9,178,0,0,2000,240,6.1,732,83
160.2,4.5,dur,5,183,39,325,2000,240,2.5,300,88
164.7,4.5,dur,5,188,84,700,2000,240,2.5,300,156
169.2,5.4,dur,6,194,9,75,2000,240,3.4000000000000004,408,129
174.6,9.0,dur,10,204,123,1025,2000,240,7.0,840,50
183.6,4.5,dur,5,209,84,700,2000,240,2.5,300,31
188.1,5.4,dur,6,215,12,100,2000,240,3.4000000000000004,408,66
193.5,4.5,dur,5,220,57,475,2000,240,2.5,300,11
198.0,4.5,dur,5,225,12,100,2000,240,2.5,300,85
202.5,5.4,dur,6,231,18,150,2000,240,3.4000000000000004,408,45
207.9,4.5,dur,5,236,39,325,2000,240,2.5,300,145
212.4,4.5,dur,5,241,12,100,2000,240,2.5,300,151
216.9,5.4,dur,6,247,39,325,2000,240,3.4000000000000004,408,3
222.3,4.5,dur,5,252,18,150,2000,240,2.5,300,139
226.8,5.4,dur,6,258,57,475,2000,240,3.4000000000000004,408,140
232.2,9.0,dur,10,268,84,700,2000,240,7.0,840,10
241.2,7.2,dur,8,276,123,1025,2000,240,5.2,624,93
248.4,4.5,dur,5,281,6,50,2000,240,2.5,300,132
252.9,4.5,dur,5,286,123,1025,2000,240,2.5,300,138
257.4,8.1,dur,9,295,39,325,2000,240,6.1,732,122
265.5,4.5,dur,5,300,27,225,2000,240,2.5,300,133
270.0,6.3,dur,7,307,9,75,2000,240,4.3,516,111
276.3,4.5,dur,5,312,0,0,2000,240,2.5,300,36
280.8,4.5,dur,5,317,6,50,2000,240,2.5,300,13
285.3,7.2,dur,8,325,84,700,2000,240,5.2,624,113
292.5,4.5,dur,5,330,27,225,2000,240,2.5,300,89
297.0,4.5,dur,5,335,0,0,2000,240,2.5,300,141
301.5,8.1,dur,9,344,9,75,2000,240,6.1,732,78
309.6,9.9,dur,11,355,18,150,2000,240,7.9,948,29
319.5,4.5,dur,5,360,9,75,2000,240,2.5,300,52
