time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,6.3,dur,7,7,0,0,2000,240,4.3,516,56
6.3,4.5,dur,5,12,6,50,2000,240,2.5,300,104
10.8,4.5,dur,5,17,27,225,2000,240,2.5,300,79
15.3,4.5,dur,5,22,57,475,2000,240,2.5,300,128
19.8,4.5,dur,5,27,0,0,2000,240,2.5,300,94
24.3,6.3,dur,7,34,12,100,2000,240,4.3,516,58
30.6,7.2,dur,8,42,9,75,2000,240,5.2,624,154
37.8,4.5,dur,5,47,12,100,2000,240,2.5,300,57
42.3,6.3,dur,7,54,39,325,2000,240,4.3,516,71
48.6,4.5,dur,5,59,18,150,2000,240,2.5,300,14
53.1,4.5,dur,5,64,180,1500,2000,240,2.5,300,156
57.6,5.4,dur,6,70,12,100,2000,240,3.4000000000000004,408,45
63.0,6.3,dur,7,77,0,0,2000,240,4.3,516,87
69.3,5.4,dur,6,83,0,0,2000,240,3.4000000000000004,408,106
74.7,4.5,dur,5,88,180,1500,2000,240,2.5,300,123
79.2,9.0,dur,10,98,84,700,2000,240,7.0,840,1
88.2,4.5,dur,5,103,84,700,2000,240,2.5,300,40
92.7,6.3,dur,7,110,6,50,2000,240,4.3,516,116
99.0,4.5,dur,5,115,6,50,2000,240,2.5,300,149
103.5,6.3,dur,7,122,12,100,2000,240,4.3,516,139
109.8,5.4,dur,6,128,18,150,2000,240,3.4000000000000004,408,119
115.2,9.0,dur,10,138,9,75,2000,240,7.0,840,37
124.2,4.5,dur,5,143,18,150,2000,240,2.5,300,142
128.7,4.5,dur,5,148,0,0,2000,240,2.5,300,3
133.2,4.5,dur,5,153,57,475,2000,240,2.5,300,38
137.7,9.0,dur,10,163,39,325,2000,240,7.0,840,118
146.7,5.4,dur,6,169,39,325,2000,240,3.4000000000000004,408,66
152.1,4.5,dur,5,174,84,700,2000,240,2.5,300,145
156.6,5.4,dur,6,180,0,0,2000,240,3.4000000000000004,408,48
162.0,4.5,dur,5,185,39,325,2000,240,2.5,300,126
166.5,6.3,dur,7,192,27,225,2000,240,4.3,516,98
172.8,4.5,dur,5,197,9,75,2000,240,2.5,300,61
177.3,9.0,dur,10,207,123,1025,2000,240,7.0,840,83
186.3,5.4,dur,6,213,57,475,2000,240,3.4000000000000004,408,131
191.7,4.5,dur,5,218,57,475,2000,240,2.5,300,76
196.2,4.5,dur,5,223,27,225,2000,240,2.5,300,11
200.7,4.5,dur,5,228,18,150,2000,240,2.5,300,158
205.2,4.5,dur,5,233,123,1025,2000,240,2.5,300,132
209.7,4.5,dur,5,238,18,150,2000,240,2.5,300,33
214.2,5.4,dur,6,244,27,225,2000,240,3.4000000000000004,408,112
219.6,4.5,dur,5,249,9,75,2000,240,2.5,300,36
224.1,6.3,dur,7,256,84,700,2000,240,4.3,516,121
230.4,7.2,dur,8,264,84,700,2000,240,5.2,624,100
237.6,4.5,dur,5,269,39,325,2000,240,2.5,300,15
242.1,4.5,dur,5,274,12,100,2000,240,2.5,300,136
246.6,9.0,dur,10,284,57,475,2000,240,7.0,840,135
255.6,4.5,dur,5,289,0,0,2000,240,2.5,300,107
260.1,5.4,dur,6,295,9,75,2000,240,3.4000000000000004,408,0
265.5,6.3,dur,7,302,6,50,2000,240,4.3,516,84
271.8,5.4,dur,6,308,180,1500,2000,240,3.4000000000000004,408,159
277.2,5.4,dur,6,314,6,50,2000,240,3.4000000000000004,408,146
282.6,4.5,dur,5,319,123,1025,2000,240,2.5,300,124
287.1,4.5,dur,5,324,123,1025,2000,240,2.5,300,82
291.6,6.3,dur,7,331,180,1500,2000,240,4.3,516,93
297.9,6.3,dur,7,338,123,1025,2000,240,4.3,516,147
304.2,5.4,dur,6,344,0,0,2000,240,3.4000000000000004,408,101
309.6,4.5,dur,5,349,27,225,2000,240,2.5,300,55
314.1,9.9,dur,11,360,180,1500,2000,240,7.9,948,47
