time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,5.4,dur,6,6,57,475,2000,240,3.4000000000000004,408,59
5.4,4.5,dur,5,11,180,1500,2000,240,2.5,300,133
9.9,4.5,dur,5,16,180,1500,2000,240,2.5,300,139
14.4,5.4,dur,6,22,6,50,2000,240,3.4000000000000004,408,96
19.8,5.4,dur,6,28,12,100,2000,240,3.4000000000000004,408,58
25.2,4.5,dur,5,33,180,1500,2000,240,2.5,300,53
29.7,5.4,dur,6,39,0,0,2000,240,3.4000000000000004,408,145
35.1,11.7,dur,13,52,84,700,2000,240,9.7,1164,14
46.8,4.5,dur,5,57,39,325,2000,240,2.5,300,78
51.3,4.5,dur,5,62,27,225,2000,240,2.5,300,17
55.8,5.4,dur,6,68,39,325,2000,240,3.4000000000000004,408,38
61.2,4.5,dur,5,73,18,150,2000,240,2.5,300,119
65.7,9.0,dur,10,83,0,0,2000,240,7.0,840,75
74.7,4.5,dur,5,88,27,225,2000,240,2.5,300,120
79.2,6.3,dur,7,95,9,75,2000,240,4.3,516,33
85.5,4.5,dur,5,100,0,0,2000,240,2.5,300,83
90.0,4.5,dur,5,105,123,1025,2000,240,2.5,300,68
94.5,6.3,dur,7,112,18,150,2000,240,4.3,516,154
100.8,4.5,dur,5,117,6,50,2000,240,2.5,300,55
105.3,4.5,dur,5,122,6,50,2000,240,2.5,300,123
109.8,4.5,dur,5,127,9,75,2000,240,2.5,300,25
114.3,6.3,dur,7,134,123,1025,2000,240,4.3,516,102
120.6,7.2,dur,8,142,27,225,2000,240,5.2,624,149
127.8,5.4,dur,6,148,84,700,2000,240,3.4000000000000004,408,91
133.2,4.5,dur,5,153,27,225,2000,240,2.5,300,51
137.7,6.3,dur,7,160,180,1500,2000,240,4.3,516,135
144.0,4.5,dur,5,165,12,100,2000,240,2.5,300,47
148.5,6.3,dur,7,172,12,100,2000,240,4.3,516,5
154.8,6.3,dur,7,179,18,150,2000,240,4.3,516,39
161.1,4.5,dur,5,184,57,475,2000,240,2.5,300,43
165.6,8.1,dur,9,193,84,700,2000,240,6.1,732,99
173.7,4.5,dur,5,198,123,1025,2000,240,2.5,300,126
178.2,5.4,dur,6,204,39,325,2000,240,3.4000000000000004,408,144
183.6,6.3,dur,7,211,84,700,2000,240,4.3,516,67
189.9,9.0,dur,10,221,12,100,2000,240,7.0,840,22
198.9,4.5,dur,5,226,6,50,2000,240,2.5,300,23
203.4,5.4,dur,6,232,84,700,2000,240,3.4000000000000004,408,143
208.8,4.5,dur,5,237,18,150,2000,240,2.5,300,94
213.3,6.3,dur,7,244,39,325,2000,240,4.3,516,57
219.6,4.5,dur,5,249,57,475,2000,240,2.5,300,147
224.1,8.1,dur,9,258,18,150,2000,240,6.1,732,152
232.2,6.3,dur,7,265,123,1025,2000,240,4.3,516,21
238.5,7.2,dur,8,273,9,75,2000,240,5.2,624,30
245.7,4.5,dur,5,278,27,225,2000,240,2.5,300,79
250.2,4.5,dur,5,283,123,1025,2000,240,2.5,300,36
254.7,4.5,dur,5,288,0,0,2000,240,2.5,300,2
259.2,7.2,dur,8,296,0,0,2000,240,5.2,624,132
266.4,4.5,dur,5,301,9,75,2000,240,2.5,300,6
270.9,5.4,dur,6,307,6,50,2000,240,3.4000000000000004,408,142
276.3,5.4,dur,6,313,39,325,2000,240,3.4000000000000004,408,44
281.7,4.5,dur,5,318,0,0,2000,240,2.5,300,98
286.2,4.5,dur,5,323,57,475,2000,240,2.5,300,24
290.7,4.5,dur,5,328,57,475,2000,240,2.5,300,127
295.2,4.5,dur,5,333,0,0,2000,240,2.5,300,82
299.7,4.5,dur,5,338,180,1500,2000,240,2.5,300,122
304.2,4.5,dur,5,343,12,100,2000,240,2.5,300,27
308.7,9.9,dur,11,354,9,75,2000,240,7.9,948,138
318.6,5.4,dur,6,360,0,0,2000,240,3.4000000000000004,408,108
