time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,123,1025,2000,240,2.5,300,74
4.5,4.5,dur,5,10,18,150,2000,240,2.5,300,144
9.0,5.4,dur,6,16,39,325,2000,240,3.4000000000000004,408,16
14.4,8.1,dur,9,25,84,700,2000,240,6.1,732,91
22.5,5.4,dur,6,31,57,475,2000,240,3.4000000000000004,408,101
27.9,4.5,dur,5,36,6,50,2000,240,2.5,300,58
32.4,6.3,dur,7,43,6,50,2000,240,4.3,516,35
38.7,4.5,dur,5,48,18,150,2000,240,2.5,300,38
43.2,5.4,dur,6,54,6,50,2000,240,3.4000000000000004,408,11
48.6,7.2,dur,8,62,9,75,2000,240,5.2,624,102
55.8,4.5,dur,5,67,180,1500,2000,240,2.5,300,145
60.3,4.5,dur,5,72,57,475,2000,240,2.5,300,4
64.8,6.3,dur,7,79,12,100,2000,240,4.3,516,37
71.1,5.4,dur,6,85,12,100,2000,240,3.4000000000000004,408,72
76.5,4.5,dur,5,90,180,1500,2000,240,2.5,300,68
81.0,4.5,dur,5,95,84,700,2000,240,2.5,300,98
85.5,6.3,dur,7,102,0,0,2000,240,4.3,516,117
91.8,4.5,dur,5,107,57,475,2000,240,2.5,300,80
96.3,8.1,dur,9,116,180,1500,2000,240,6.1,732,124
104.4,5.4,dur,6,122,39,325,2000,240,3.4000000000000004,408,46
109.8,4.5,dur,5,127,9,75,2000,240,2.5,300,28
114.3,5.4,dur,6,133,12,100,2000,240,3.4000000000000004,408,112
119.7,4.5,dur,5,138,0,0,2000,240,2.5,300,34
124.2,6.3,dur,7,145,9,75,2000,240,4.3,516,63
130.5,5.4,dur,6,151,0,0,2000,240,3.4000000000000004,408,150
135.9,4.5,dur,5,156,18,150,2000,240,2.5,300,62
140.4,4.5,dur,5,161,9,75,2000,240,2.5,300,5
144.9,4.5,dur,5,166,27,225,2000,240,2.5,300,22
149.4,5.4,dur,6,172,27,225,2000,240,3.4000000000000004,408,139
154.8,4.5,dur,5,177,57,475,2000,240,2.5,300,106
159.3,4.5,dur,5,182,123,1025,2000,240,2.5,300,10
163.8,6.3,dur,7,189,6,50,2000,240,4.3,516,83
170.1,9.0,dur,10,199,6,50,2000,240,7.0,840,66
179.1,4.5,dur,5,204,123,1025,2000,240,2.5,300,128
183.6,8.1,dur,9,213,123,1025,2000,240,6.1,732,24
191.7,5.4,dur,6,219,9,75,2000,240,3.4000000000000004,408,33
197.1,4.5,dur,5,224,18,150,2000,240,2.5,300,122
201.6,9.9,dur,11,235,84,700,2000,240,7.9,948,121
211.5,5.4,dur,6,241,180,1500,2000,240,3.4000000000000004,408,48
216.9,8.1,dur,9,250,180,1500,2000,240,6.1,732,26
225.0,6.3,dur,7,257,123,1025,2000,240,4.3,516,14
231.3,4.5,dur,5,262,0,0,2000,240,2.5,300,42
235.8,4.5,dur,5,267,39,325,2000,240,2.5,300,57
240.3,9.9,dur,11,278,0,0,2000,240,7.9,948,55
250.2,4.5,dur,5,283,27,225,2000,240,2.5,300,84
254.7,5.4,dur,6,289,0,0,2000,240,3.4000000000000004,408,29
260.1,4.5,dur,5,294,12,100,2000,240,2.5,300,88
264.6,6.3,dur,7,301,57,475,2000,240,4.3,516,56
270.9,4.5,dur,5,306,84,700,2000,240,2.5,300,138
275.4,4.5,dur,5,311,12,100,2000,240,2.5,300,111
279.9,7.2,dur,8,319,27,225,2000,240,5.2,624,96
287.1,5.4,dur,6,325,39,325,2000,240,3.4000000000000004,408,49
292.5,5.4,dur,6,331,27,225,2000,240,3.4000000000000004,408,25
297.9,4.5,dur,5,336,39,325,2000,240,2.5,300,123
302.4,5.4,dur,6,342,18,150,2000,240,3.4000000000000004,408,8
307.8,6.3,dur,7,349,0,0,2000,240,4.3,516,76
314.1,4.5,dur,5,354,0,0,2000,240,2.5,300,78
318.6,5.4,dur,6,360,84,700,2000,240,3.4000000000000004,408,126
