time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,39,325,2000,240,2.5,300,46
4.5,4.5,dur,5,10,18,150,2000,240,2.5,300,72
9.0,5.4,dur,6,16,0,0,2000,240,3.4000000000000004,408,142
14.4,4.5,dur,5,21,180,1500,2000,240,2.5,300,108
18.9,9.0,dur,10,31,0,0,2000,240,7.0,840,39
27.9,6.3,dur,7,38,123,1025,2000,240,4.3,516,73
34.2,4.5,dur,5,43,6,50,2000,240,2.5,300,135
38.7,4.5,dur,5,48,18,150,2000,240,2.5,300,94
43.2,8.1,dur,9,57,180,1500,2000,240,6.1,732,18
51.3,4.5,dur,5,62,18,150,2000,240,2.5,300,59
55.8,4.5,dur,5,67,123,1025,2000,240,2.5,300,25
60.3,7.2,dur,8,75,9,75,2000,240,5.2,624,117
67.5,4.5,dur,5,80,9,75,2000,240,2.5,300,57
72.0,7.2,dur,8,88,180,1500,2000,240,5.2,624,99
79.2,5.4,dur,6,94,9,75,2000,240,3.4000000000000004,408,111
84.6,4.5,dur,5,99,12,100,2000,240,2.5,300,37
89.1,5.4,dur,6,105,39,325,2000,240,3.4000000000000004,408,114
94.5,4.5,dur,5,110,0,0,2000,240,2.5,300,132
99.0,4.5,dur,5,115,6,50,2000,240,2.5,300,130
103.5,5.4,dur,6,121,39,325,2000,240,3.4000000000000004,408,81
108.9,5.4,dur,6,127,57,475,2000,240,3.4000000000000004,408,98
114.3,6.3,dur,7,134,27,225,2000,240,4.3,516,75
120.6,4.5,dur,5,139,84,700,2000,240,2.5,300,17
125.1,6.3,dur,7,146,180,1500,2000,240,4.3,516,101
131.4,7.2,dur,8,154,6,50,2000,240,5.2,624,126
138.6,6.3,dur,7,161,57,475,2000,240,4.3,516,3
144.9,7.2,dur,8,169,9,75,2000,240,5.2,624,157
152.1,9.9,dur,11,180,6,50,2000,240,7.9,948,28
162.0,4.5,dur,5,185,27,225,2000,240,2.5,300,120
166.5,4.5,dur,5,190,27,225,2000,240,2.5,300,139
171.0,9.0,dur,10,200,39,325,2000,240,7.0,840,47
180.0,4.5,dur,5,205,180,1500,2000,240,2.5,300,52
184.5,4.5,dur,5,210,57,475,2000,240,2.5,300,149
189.0,6.3,dur,7,217,18,150,2000,240,4.3,516,63
195.3,4.5,dur,5,222,0,0,2000,240,2.5,300,131
199.8,5.4,dur,6,228,0,0,2000,240,3.4000000000000004,408,5
205.2,4.5,dur,5,233,57,475,2000,240,2.5,300,116
209.7,4.5,dur,5,238,6,50,2000,240,2.5,300,89
214.2,7.2,dur,8,246,123,1025,2000,240,5.2,624,123
221.4,9.9,dur,11,257,123,1025,2000,240,7.9,948,8
231.3,4.5,dur,5,262,0,0,2000,240,2.5,300,61
235.8,7.2,dur,8,270,84,700,2000,240,5.2,624,22
243.0,4.5,dur,5,275,57,475,2000,240,2.5,300,119
247.5,4.5,dur,5,280,84,700,2000,240,2.5,300,67
252.0,4.5,dur,5,285,0,0,2000,240,2.5,300,125
256.5,4.5,dur,5,290,39,325,2000,240,2.5,300,60
261.0,4.5,dur,5,295,123,1025,2000,240,2.5,300,40
265.5,4.5,dur,5,300,18,150,2000,240,2.5,300,129
270.0,5.4,dur,6,306,9,75,2000,240,3.4000000000000004,408,85
275.4,5.4,dur,6,312,84,700,2000,240,3.4000000000000004,408,106
280.8,4.5,dur,5,317,27,225,2000,240,2.5,300,152
285.3,5.4,dur,6,323,12,100,2000,240,3.4000000000000004,408,33
290.7,4.5,dur,5,328,0,0,2000,240,2.5,300,140
295.2,5.4,dur,6,334,12,100,2000,240,3.4000000000000004,408,31
300.6,4.5,dur,5,339,27,225,2000,240,2.5,300,78
305.1,8.1,dur,9,348,84,700,2000,240,6.1,732,64
313.2,4.5,dur,5,353,12,100,2000,240,2.5,300,77
317.7,6.3,dur,7,360,12,100,2000,240,4.3,516,159
