time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,27,225,2000,240,2.5,300,30
4.5,5.4,dur,6,11,12,100,2000,240,3.4000000000000004,408,57
9.9,4.5,dur,5,16,123,1025,2000,240,2.5,300,149
14.4,10.8,dur,12,28,9,75,2000,240,8.8,1056,91
25.2,4.5,dur,5,33,6,50,2000,240,2.5,300,44
29.7,4.5,dur,5,38,9,75,2000,240,2.5,300,6
34.2,4.5,dur,5,43,39,325,2000,240,2.5,300,144
38.7,9.0,dur,10,53,57,475,2000,240,7.0,840,148
47.7,4.5,dur,5,58,18,150,2000,240,2.5,300,98
52.2,4.5,dur,5,63,84,700,2000,240,2.5,300,68
56.7,4.5,dur,5,68,0,0,2000,240,2.5,300,4
61.2,5.4,dur,6,74,27,225,2000,240,3.4000000000000004,408,107
66.6,4.5,dur,5,79,6,50,2000,240,2.5,300,121
71.1,5.4,dur,6,85,0,0,2000,240,3.4000000000000004,408,34
76.5,4.5,dur,5,90,39,325,2000,240,2.5,300,137
81.0,5.4,dur,6,96,18,150,2000,240,3.4000000000000004,408,45
86.4,4.5,dur,5,101,0,0,2000,240,2.5,300,154
90.9,4.5,dur,5,106,84,700,2000,240,2.5,300,128
95.4,4.5,dur,5,111,9,75,2000,240,2.5,300,42
99.9,4.5,dur,5,116,0,0,2000,240,2.5,300,136
104.4,10.8,dur,12,128,18,150,2000,240,8.8,1056,74
115.2,5.4,dur,6,134,57,475,2000,240,3.4000000000000004,408,40
120.6,4.5,dur,5,139,57,475,2000,240,2.5,300,1
125.1,6.3,dur,7,146,27,225,2000,240,4.3,516,76
131.4,7.2,dur,8,154,123,1025,2000,240,5.2,624,20
138.6,7.2,dur,8,162,180,1500,2000,240,5.2,624,103
145.8,7.2,dur,8,170,12,100,2000,240,5.2,624,62
153.0,7.2,dur,8,178,180,1500,2000,240,5.2,624,52
160.2,4.5,dur,5,183,6,50,2000,240,2.5,300,59
164.7,5.4,dur,6,189,12,100,2000,240,3.4000000000000004,408,159
170.1,7.2,dur,8,197,9,75,2000,240,5.2,624,11
177.3,4.5,dur,5,202,123,1025,2000,240,2.5,300,54
181.8,6.3,dur,7,209,18,150,2000,240,4.3,516,15
188.1,5.4,dur,6,215,9,75,2000,240,3.4000000000000004,408,88
193.5,4.5,dur,5,220,27,225,2000,240,2.5,300,61
198.0,4.5,dur,5,225,180,1500,2000,240,2.5,300,3
202.5,10.8,dur,12,237,84,700,2000,240,8.8,1056,109
213.3,4.5,dur,5,242,6,50,2000,240,2.5,300,86
217.8,6.3,dur,7,249,123,1025,2000,240,4.3,516,28
224.1,6.3,dur,7,256,0,0,2000,240,4.3,516,33
230.4,4.5,dur,5,261,84,700,2000,240,2.5,300,89
234.9,8.1,dur,9,270,39,325,2000,240,6.1,732,75
243.0,4.5,dur,5,275,0,0,2000,240,2.5,300,95
247.5,4.5,dur,5,280,12,100,2000,240,2.5,300,114
252.0,5.4,dur,6,286,57,475,2000,240,3.4000000000000004,408,49
257.4,4.5,dur,5,291,84,700,2000,240,2.5,300,132
261.9,4.5,dur,5,296,18,150,2000,240,2.5,300,64
266.4,7.2,dur,8,304,180,1500,2000,240,5.2,624,101
273.6,4.5,dur,5,309,39,325,2000,240,2.5,300,113
278.1,5.4,dur,6,315,6,50,2000,240,3.4000000000000004,408,123
283.5,4.5,dur,5,320,180,1500,2000,240,2.5,300,158
288.0,5.4,dur,6,326,27,225,2000,240,3.4000000000000004,408,139
293.4,5.4,dur,6,332,57,475,2000,240,3.4000000000000004,408,105
298.8,4.5,dur,5,337,0,0,2000,240,2.5,300,80
303.3,5.4,dur,6,343,123,1025,2000,240,3.4000000000000004,408,133
308.7,4.5,dur,5,348,12,100,2000,240,2.5,300,130
313.2,6.3,dur,7,355,39,325,2000,240,4.3,516,100
319.5,4.5,dur,5,360,0,0,2000,240,2.5,300,9
