time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,57,475,2000,240,2.5,300,63
4.5,6.3,dur,7,12,0,0,2000,240,4.3,516,12
10.8,7.2,dur,8,20,57,475,2000,240,5.2,624,134
18.0,4.5,dur,5,25,18,150,2000,240,2.5,300,38
22.5,4.5,dur,5,30,12,100,2000,240,2.5,300,19
27.0,6.3,dur,7,37,27,225,2000,240,4.3,516,47
33.3,6.3,dur,7,44,6,50,2000,240,4.3,516,69
39.6,5.4,dur,6,50,123,1025,2000,240,3.4000000000000004,408,107
45.0,4.5,dur,5,55,84,700,2000,240,2.5,300,80
49.5,5.4,dur,6,61,84,700,2000,240,3.4000000000000004,408,110
54.9,4.5,dur,5,66,12,100,2000,240,2.5,300,116
59.4,7.2,dur,8,74,180,1500,2000,240,5.2,624,2
66.6,9.0,dur,10,84,180,1500,2000,240,7.0,840,65
75.6,5.4,dur,6,90,9,75,2000,240,3.4000000000000004,408,111
81.0,4.5,dur,5,95,18,150,2000,240,2.5,300,84
85.5,5.4,dur,6,101,39,325,2000,240,3.4000000000000004,408,1
90.9,4.5,dur,5,106,123,1025,2000,240,2.5,300,17
95.4,4.5,dur,5,111,0,0,2000,240,2.5,300,3
99.9,6.3,dur,7,118,84,700,2000,240,4.3,516,146
106.2,6.3,dur,7,125,180,1500,2000,240,4.3,516,142
112.5,4.5,dur,5,130,27,225,2000,240,2.5,300,21
117.0,6.3,dur,7,137,18,150,2000,240,4.3,516,154
123.3,5.4,dur,6,143,9,75,2000,240,3.4000000000000004,408,60
128.7,7.2,dur,8,151,0,0,2000,240,5.2,624,26
135.9,9.9,dur,11,162,39,325,2000,240,7.9,948,87
145.8,4.5,dur,5,167,12,100,2000,240,2.5,300,64
150.3,4.5,dur,5,172,9,75,2000,240,2.5,300,150
154.8,4.5,dur,5,177,18,150,2000,240,2.5,300,152
159.3,4.5,dur,5,182,0,0,2000,240,2.5,300,55
163.8,4.5,dur,5,187,39,325,2000,240,2.5,300,157
168.3,4.5,dur,5,192,0,0,2000,240,2.5,300,67
172.8,7.2,dur,8,200,57,475,2000,240,5.2,624,114
180.0,9.9,dur,11,211,12,100,2000,240,7.9,948,33
189.9,4.5,dur,5,216,6,50,2000,240,2.5,300,83
194.4,5.4,dur,6,222,9,75,2000,240,3.4000000000000004,408,123
199.8,4.5,dur,5,227,123,1025,2000,240,2.5,300,147
204.3,4.5,dur,5,232,12,100,2000,240,2.5,300,0
208.8,4.5,dur,5,237,0,0,2000,240,2.5,300,156
213.3,4.5,dur,5,242,6,50,2000,240,2.5,300,122
217.8,9.0,dur,10,252,39,325,2000,240,7.0,840,112
226.8,4.5,dur,5,257,84,700,2000,240,2.5,300,86
231.3,4.5,dur,5,262,6,50,2000,240,2.5,300,31
235.8,6.3,dur,7,269,6,50,2000,240,4.3,516,93
242.1,4.5,dur,5,274,180,1500,2000,240,2.5,300,137
246.6,6.3,dur,7,281,123,1025,2000,240,4.3,516,94
252.9,8.1,dur,9,290,27,225,2000,240,6.1,732,82
261.0,4.5,dur,5,295,57,475,2000,240,2.5,300,148
265.5,6.3,dur,7,302,27,225,2000,240,4.3,516,45
271.8,4.5,dur,5,307,27,225,2000,240,2.5,300,50
276.3,4.5,dur,5,312,39,325,2000,240,2.5,300,11
280.8,4.5,dur,5,317,18,150,2000,240,2.5,300,30
285.3,7.2,dur,8,325,57,475,2000,240,5.2,624,43
292.5,4.5,dur,5,330,123,1025,2000,240,2.5,300,92
297.0,7.2,dur,8,338,9,75,2000,240,5.2,624,81
304.2,4.5,dur,5,343,180,1500,2000,240,2.5,300,158
308.7,4.5,dur,5,348,84,700,2000,240,2.5,300,133
313.2,6.3,dur,7,355,0,0,2000,240,4.3,516,46
319.5,4.5,dur,5,360,0,0,2000,240,2.5,300,118
