time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,4.5,dur,5,5,180,1500,2000,240,2.5,300,93
4.5,5.4,dur,6,11,9,75,2000,240,3.4000000000000004,408,38
9.9,4.5,dur,5,16,0,0,2000,240,2.5,300,0
14.4,4.5,dur,5,21,9,75,2000,240,2.5,300,17
18.9,4.5,dur,5,26,123,1025,2000,240,2.5,300,28
23.4,5.4,dur,6,32,12,100,2000,240,3.4000000000000004,408,146
28.8,6.3,dur,7,39,12,100,2000,240,4.3,516,139
35.1,4.5,dur,5,44,6,50,2000,240,2.5,300,21
39.6,10.8,dur,12,56,27,225,2000,240,8.8,1056,64
50.4,4.5,dur,5,61,12,100,2000,240,2.5,300,122
54.9,8.1,dur,9,70,18,150,2000,240,6.1,732,126
63.0,4.5,dur,5,75,27,225,2000,240,2.5,300,10
67.5,5.4,dur,6,81,0,0,2000,240,3.4000000000000004,408,129
72.9,6.3,dur,7,88,18,150,2000,240,4.3,516,144
79.2,4.5,dur,5,93,84,700,2000,240,2.5,300,6
83.7,5.4,dur,6,99,18,150,2000,240,3.4000000000000004,408,84
89.1,4.5,dur,5,104,123,1025,2000,240,2.5,300,72
93.6,6.3,dur,7,111,39,325,2000,240,4.3,516,30
99.9,4.5,dur,5,116,9,75,2000,240,2.5,300,125
104.4,9.0,dur,10,126,6,50,2000,240,7.0,840,118
113.4,7.2,dur,8,134,57,475,2000,240,5.2,624,149
120.6,8.1,dur,9,143,39,325,2000,240,6.1,732,141
128.7,4.5,dur,5,148,27,225,2000,240,2.5,300,138
133.2,4.5,dur,5,153,84,700,2000,240,2.5,300,140
137.7,4.5,dur,5,158,84,700,2000,240,2.5,300,75
142.2,4.5,dur,5,163,123,1025,2000,240,2.5,300,57
146.7,4.5,dur,5,168,180,1500,2000,240,2.5,300,70
151.2,8.1,dur,9,177,0,0,2000,240,6.1,732,103
159.3,6.3,dur,7,184,57,475,2000,240,4.3,516,73
165.6,5.4,dur,6,190,12,100,2000,240,3.4000000000000004,408,29
171.0,4.5,dur,5,195,39,325,2000,240,2.5,300,132
175.5,6.3,dur,7,202,39,325,2000,240,4.3,516,8
181.8,4.5,dur,5,207,0,0,2000,240,2.5,300,59
186.3,6.3,dur,7,214,84,700,2000,240,4.3,516,82
192.6,5.4,dur,6,220,0,0,2000,240,3.4000000000000004,408,65
198.0,5.4,dur,6,226,180,1500,2000,240,3.4000000000000004,408,16
203.4,4.5,dur,5,231,57,475,2000,240,2.5,300,26
207.9,5.4,dur,6,237,57,475,2000,240,3.4000000000000004,408,18
213.3,4.5,dur,5,242,84,700,2000,240,2.5,300,113
217.8,6.3,dur,7,249,27,225,2000,240,4.3,516,147
224.1,9.9,dur,11,260,180,1500,2000,240,7.9,948,41
234.0,4.5,dur,5,265,123,1025,2000,240,2.5,300,53
238.5,4.5,dur,5,270,27,225,2000,240,2.5,300,145
243.0,4.5,dur,5,275,57,475,2000,240,2.5,300,27
247.5,7.2,dur,8,283,9,75,2000,240,5.2,624,13
254.7,6.3,dur,7,290,180,1500,2000,240,4.3,516,91
261.0,6.3,dur,7,297,6,50,2000,240,4.3,516,131
267.3,4.5,dur,5,302,18,150,2000,240,2.5,300,63
271.8,5.4,dur,6,308,6,50,2000,240,3.4000000000000004,408,106
277.2,9.0,dur,10,318,0,0,2000,240,7.0,840,81
286.2,4.5,dur,5,323,39,325,2000,240,2.5,300,69
290.7,4.5,dur,5,328,0,0,2000,240,2.5,300,133
295.2,4.5,dur,5,333,0,0,2000,240,2.5,300,4
299.7,4.5,dur,5,338,6,50,2000,240,2.5,300,153
304.2,5.4,dur,6,344,9,75,2000,240,3.4000000000000004,408,50
309.6,5.4,dur,6,350,12,100,2000,240,3.4000000000000004,408,85
315.0,4.5,dur,5,355,123,1025,2000,240,2.5,300,42
319.5,4.5,dur,5,360,18,150,2000,240,2.5,300,100
