time,iti_s,type,iti_TR,iti_TR_cum,cond_frames,cond_ms,phase_0_ms,phase_0_frames,phase_1_ms,phase_1_frames,texture_id
0.0,5.4,dur,6,6,6,50,2000,240,3.4000000000000004,408,108
5.4,4.5,dur,5,11,57,475,2000,240,2.5,300,127
9.9,4.5,dur,5,16,9,75,2000,240,2.5,300,102
14.4,4.5,dur,5,21,57,475,2000,240,2.5,300,27
18.9,4.5,dur,5,26,27,225,2000,240,2.5,300,35
23.4,4.5,dur,5,31,6,50,2000,240,2.5,300,64
27.9,4.5,dur,5,36,0,0,2000,240,2.5,300,80
32.4,6.3,dur,7,43,27,225,2000,240,4.3,516,30
38.7,4.5,dur,5,48,0,0,2000,240,2.5,300,56
43.2,4.5,dur,5,53,39,325,2000,240,2.5,300,31
47.7,6.3,dur,7,60,84,700,2000,240,4.3,516,18
54.0,4.5,dur,5,65,0,0,2000,240,2.5,300,88
58.5,4.5,dur,5,70,18,150,2000,240,2.5,300,28
63.0,4.5,dur,5,75,6,50,2000,240,2.5,300,95
67.5,4.5,dur,5,80,39,325,2000,240,2.5,300,137
72.0,7.2,dur,8,88,6,50,2000,240,5.2,624,49
79.2,4.5,dur,5,93,84,700,2000,240,2.5,300,110
83.7,4.5,dur,5,98,27,225,2000,240,2.5,300,19
88.2,5.4,dur,6,104,123,1025,2000,240,3.4000000000000004,408,92
93.6,4.5,dur,5,109,180,1500,2000,240,2.5,300,41
98.1,8.1,dur,9,118,0,0,2000,240,6.1,732,119
106.2,6.3,dur,7,125,84,700,2000,240,4.3,516,105
112.5,4.5,dur,5,130,9,75,2000,240,2.5,300,60
117.0,6.3,dur,7,137,0,0,2000,240,4.3,516,50
123.3,4.5,dur,5,142,18,150,2000,240,2.5,300,61
127.8,5.4,dur,6,148,123,1025,2000,240,3.4000000000000004,408,67
133.2,4.5,dur,5,153,12,100,2000,240,2.5,300,38
137.7,4.5,dur,5,158,27,225,2000,240,2.5,300,58
142.2,5.4,dur,6,164,18,150,2000,240,3.4000000000000004,408,72
147.6,4.5,dur,5,169,84,700,2000,240,2.5,300,89
152.1,7.2,dur,8,177,39,325,2000,240,5.2,624,159
159.3,4.5,dur,5,182,27,225,2000,240,2.5,300,10
163.8,7.2,dur,8,190,9,75,2000,240,5.2,624,117
171.0,5.4,dur,6,196,123,1025,2000,240,3.4000000000000004,408,104
176.4,6.3,dur,7,203,39,325,2000,240,4.3,516,155
182.7,9.0,dur,10,213,180,1500,2000,240,7.0,840,153
191.7,6.3,dur,7,220,18,150,2000,240,4.3,516,36
198.0,5.4,dur,6,226,180,1500,2000,240,3.4000000000000004,408,122
203.4,4.5,dur,5,231,12,100,2000,240,2.5,300,124
207.9,5.4,dur,6,237,0,0,2000,240,3.4000000000000004,408,84
213.3,6.3,dur,7,244,12,100,2000,240,4.3,516,59
219.6,9.0,dur,10,254,57,475,2000,240,7.0,840,53
228.6,4.5,dur,5,259,9,75,2000,240,2.5,300,152
233.1,7.2,dur,8,267,180,1500,2000,240,5.2,624,100
240.3,4.5,dur,5,272,57,475,2000,240,2.5,300,54
244.8,11.7,dur,13,285,12,100,2000,240,9.7,1164,73
256.5,4.5,dur,5,290,84,700,2000,240,2.5,300,86
261.0,6.3,dur,7,297,57,475,2000,240,4.3,516,40
267.3,9.9,dur,11,308,180,1500,2000,240,7.9,948,114
277.2,5.4,dur,6,314,6,50,2000,240,3.4000000000000004,408,3
282.6,4.5,dur,5,319,123,1025,2000,240,2.5,300,149
287.1,4.5,dur,5,324,0,0,2000,240,2.5,300,146
291.6,4.5,dur,5,329,123,1025,2000,240,2.5,300,44
296.1,5.4,dur,6,335,9,75,2000,240,3.4000000000000004,408,109
301.5,5.4,dur,6,341,39,325,2000,240,3.4000000000000004,408,118
306.9,4.5,dur,5,346,12,100,2000,240,2.5,300,90
311.4,4.5,dur,5,351,18,150,2000,240,2.5,300,16
315.9,8.1,dur,9,360,0,0,2000,240,6.1,732,135
